Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	Clustering
KEGG_PATHWAY	p53 signaling pathway	22	0.9193480986209779	2.275449001772208E-5	APAF1, EI24, SHISA5, RCHY1, PPM1D, GADD45G, CASP9, CCND3, CASP8, CCNE2, SESN3, CCND1, CCNE1, CCNG2, CCNG1, SESN2, CHEK1, MDM2, BAX, MDM4, ATR, BCL2L1	1002	72	8992	2.7420714127300956	0.007480944529581368	6.805661105300513E-4	5.005987803898858E-4	2
KEGG_PATHWAY	Neurotrophin signaling pathway	30	1.2536564981195153	4.4426145647911074E-5	SHC2, IRS1, FOXO3, RELA, CRKL, RAP1B, MAPK9, RPS6KA3, MAPK8, RPS6KA5, IRAK1, AKT2, RPS6KA2, RPS6KA1, ARHGDIB, AKT3, MAP2K7, MAP2K1, RIPK2, PDPK1, GAB1, FRS2, NFKB1, PIK3CA, TRAF6, MAPKAPK2, BAX, SOS2, ATF4, NFKBIB	1002	121	8992	2.2249715445142773	0.014554005242449208	0.001218016826513562	8.959272705662067E-4	2
KEGG_PATHWAY	Yersinia infection	32	1.3372335979941496	5.097349985207509E-5	ROCK2, ACTB, RELA, CRKL, MAPK9, RPS6KA3, MAPK8, IRAK1, AKT2, RPS6KA2, RPS6KA1, AKT3, PIP5K1A, MAP2K7, WASF2, MAP2K3, VAV3, MAP2K1, ITGA4, NFATC3, FOS, NFKB1, PIK3CA, CD8A, LCK, ARPC3, TRAF6, TLR4, DOCK1, MYD88, BCAR1, ARF6	1002	134	8992	2.143057169243602	0.016680989174704508	0.0012900216501025158	9.488913049386287E-4	2
KEGG_PATHWAY	Chronic myeloid leukemia	22	0.9193480986209779	5.5386500850972954E-5	RB1, STAT5B, SMAD4, SHC2, MAP2K1, CDKN1B, HDAC1, CBL, NFKB1, RELA, CRKL, GADD45G, TGFBR2, PIK3CA, CCND1, AKT2, AKT3, MDM2, BAX, POLK, SOS2, BCL2L1	1002	76	8992	2.597751864691669	0.01811202099159137	0.0013015827699978644	9.573952289953898E-4	2
KEGG_PATHWAY	Colorectal cancer	24	1.0029251984956122	6.484465668788294E-5	SMAD4, RALA, MAP2K1, AXIN1, FOS, MLH1, EGFR, GADD45G, TGFBR2, CASP9, MSH6, MAPK9, MAPK8, APC, PIK3CA, MSH2, CCND1, RPS6KB1, MSH3, AKT2, AKT3, BAX, POLK, SOS2	1002	88	8992	2.447468698965705	0.021172087280102336	0.001422259470020899	0.0010461604612311782	2
KEGG_PATHWAY	RNA degradation	23	0.9611366485582951	8.98769058477646E-5	BTG3, BTG1, CNOT6L, DIS3L, PARN, TOB2, TOB1, PATL1, EDC4, EXOSC7, LSM7, EXOSC5, CNOT7, XRN1, XRN2, DHX36, PABPC1L, CNOT8, DCP1A, EXOSC2, DCPS, DCP2, DCP1B	1002	84	8992	2.457180876342553	0.029225149924335003	0.0018480938764946597	0.0013593882009474397	2
KEGG_PATHWAY	Thyroid hormone signaling pathway	29	1.2118679481821981	9.903080636227691E-5	PFKFB2, NOTCH3, HDAC1, SLC2A1, GATA4, MED16, ACTB, FOXO1, MED12, CASP9, RXRA, MED13, CCND1, AKT2, AKT3, EP300, ITGAV, NCOA1, MAP2K1, CREBBP, PDPK1, SLC16A10, MED13L, RCAN1, PLCB4, PIK3CA, MDM2, PLCB1, PLCB2	1002	120	8992	2.1687292082501664	0.03215350553417695	0.0019165373701875942	0.0014097326552747656	2
KEGG_PATHWAY	T cell receptor signaling pathway	26	1.0865022983702466	1.1784498668407816E-4	CD3G, BCL10, RASGRP1, RELA, MAPK9, PPP3CB, PPP3R1, MAPK8, AKT2, AKT3, MAP2K7, NCK1, VAV3, MAP2K1, PDPK1, NFATC3, FOS, NFKB1, PTPRC, TEC, PIK3CA, CD8A, LCK, CD28, SOS2, NFKBIB	1002	103	8992	2.2652946534116234	0.038144586292441884	0.002153944478836762	0.0015843603765303843	2
KEGG_PATHWAY	Glucagon signaling pathway	26	1.0865022983702466	1.3908508926296456E-4	ATF2, PRKAA1, SLC2A1, PRKAG2, FOXO1, GYS2, PPP3CB, PPP3R1, CREB3L3, AKT2, CREB3L2, AKT3, EP300, PPARGC1A, CREBBP, PHKA1, PRKAB1, SIRT1, PLCB4, G6PC3, SIK1, SIK2, PPARA, PLCB1, PLCB2, ATF4	1002	104	8992	2.2435129740518964	0.04486374341075672	0.0024083681246060704	0.001771504821138812	2
KEGG_PATHWAY	Tuberculosis	38	1.5879648976180525	1.4716727589774548E-4	CEBPB, TRADD, BCL10, RELA, CASP9, EEA1, MAPK9, PPP3CB, PPP3R1, MAPK8, CASP8, IRAK1, AKT2, AKT3, MRC1, EP300, ATP6V1H, ATP6V0A4, FADD, JAK1, PLK3, CREBBP, APAF1, SYK, RIPK2, IL10RB, IFNGR1, NFYC, NFKB1, TNFRSF1A, TRAF6, RFXAP, RFX5, BAX, ATP6V0D1, TLR4, RAB5A, MYD88	1002	180	8992	1.8945220669771567	0.04740817745070347	0.002420901688517913	0.0017807240383627206	2
KEGG_PATHWAY	Small cell lung cancer	24	1.0029251984956122	1.6147125613956908E-4	RB1, CDKN2B, CDKN1B, APAF1, MAX, LAMA4, NFKB1, RELA, GADD45G, CASP9, RXRA, CCNE2, TRAF4, PIK3CA, CCND1, CCNE1, AKT2, TRAF6, AKT3, BAX, ITGAV, POLK, SKP2, BCL2L1	1002	93	8992	2.315884360311635	0.05189480436975802	0.002529716346186582	0.0018607639993226536	2
KEGG_PATHWAY	PD-L1 expression and PD-1 checkpoint pathway in cancer	23	0.9611366485582951	1.8820516222419574E-4	MAP2K3, MAP2K1, IFNGR1, NFATC3, CD3G, FOS, RASGRP1, EGFR, NFKB1, RELA, PPP3CB, PPP3R1, PIK3CA, RPS6KB1, LCK, AKT2, TRAF6, AKT3, CD28, TLR4, MYD88, JAK1, NFKBIB	1002	88	8992	2.3454908365088007	0.060223829688818675	0.0028145226532618364	0.0020702567844661534	2
KEGG_PATHWAY	Cell cycle	29	1.2118679481821981	2.083918635871596E-4	RB1, ANAPC13, CDKN1B, HDAC1, TTK, SMC3, CDC14A, ANAPC11, CCND3, CDC23, CCND1, ORC3, CHEK1, EP300, E2F4, SKP2, YWHAG, CDKN2B, SMAD4, CREBBP, GADD45G, DBF4, CCNE2, CCNE1, MDM2, ANAPC4, MCM5, MAD1L1, ATR	1002	125	8992	2.08198003992016	0.0664646807905307	0.002980909700877196	0.0021926448255692446	2
KEGG_PATHWAY	Longevity regulating pathway	23	0.9611366485582951	2.6625576659971715E-4	ATF2, KL, PRKAA1, IRS1, PRKAG2, FOXO3, PRKAB1, ADCY7, SIRT1, FOXO1, NFKB1, RELA, SESN3, CREB3L3, PIK3CA, RPS6KB1, AKT2, SESN2, CREB3L2, AKT3, BAX, PPARGC1A, ATF4	1002	90	8992	2.293368817919716	0.08412565554149087	0.003649922800471123	0.002684745646547148	2
KEGG_PATHWAY	Ubiquitin mediated proteolysis	32	1.3372335979941496	3.0918029615855037E-4	ANAPC13, CUL2, UBE3A, UBE3B, BRCA1, RCHY1, UBE2J2, CBL, ANAPC11, HERC3, CDC23, UBE2Q1, UBR5, SKP2, PIAS3, UBE2B, SMURF2, FBXW8, FBXW7, FBXW11, UBE2E3, HUWE1, WWP2, UBE2G1, UBE2G2, PIAS1, KLHL9, TRAF6, MDM2, ANAPC4, UBA2, TRIM37	1002	147	8992	1.9535351066574334	0.09701133093018799	0.0038466934539971914	0.0028294827230009737	1
KEGG_PATHWAY	mRNA surveillance pathway	25	1.0447137484329294	3.1109296193980375E-4	DAZAP1, SMG1, RNMT, CSTF3, CSTF2, PPP2R2A, MSI2, CASC3, SMG6, NXF1, PPP1CC, CLP1, PCF11, PAPOLG, PAPOLA, SYMPK, UPF2, CPSF6, FUS, PPP2R5B, UPF3B, WDR33, DDX19B, RNPS1, PABPC1L	1002	103	8992	2.178167935972715	0.0975812759275092	0.0038466934539971914	0.0028294827230009737	1
KEGG_PATHWAY	Alcoholic liver disease	31	1.2954450480568325	3.2718861303931713E-4	PRKAA1, TRADD, PRKAG2, ADH7, FOXO3, FOXO1, RELA, MAPK9, MAPK8, CASP8, CCND1, IRAK1, AKT2, TRA2A, AKT3, FADD, ACADM, MAP2K7, PPARGC1A, MAP2K3, PRKAB1, SIRT1, NFKB1, TNFRSF1A, TRAF6, NOX4, PPARA, LPIN2, TLR4, LPIN3, MYD88	1002	141	8992	1.9730185020030857	0.10236334628270582	0.0038466934539971914	0.0028294827230009737	1
KEGG_PATHWAY	Mismatch repair	10	0.41788549937317176	3.273781662976333E-4	MSH6, POLD3, RFC4, MSH2, MSH3, RFC2, POLD1, POLD2, PMS2, MLH1	1002	22	8992	4.079114498276175	0.10241951239261027	0.0038466934539971914	0.0028294827230009737	1
KEGG_PATHWAY	Viral carcinogenesis	44	1.8386961972419558	3.705088236429456E-4	RB1, ATF2, VAC14, DDX3X, CDKN1B, HDAC1, SRF, TRADD, UBR4, UBE3A, RBPJ, GTF2E1, RELA, POLB, CCND3, CASP8, CCND1, CREB3L3, CREB3L2, CHEK1, EP300, SKP2, YWHAG, JAK1, STAT5B, CDKN2B, CREBBP, TBP, SYK, GTF2H1, SND1, NFKB1, PIK3CA, CCNE2, CCNE1, MAPKAPK2, RASA2, MDM2, TBPL1, BAX, IL6ST, ATP6V0D1, MAD1L1, ATF4	1002	229	8992	1.7242719800573525	0.11510878998646523	0.004203358723397555	0.0030918322524687183	1
KEGG_PATHWAY	Endometrial cancer	17	0.710405348934392	4.256270512547374E-4	MAP2K1, PDPK1, AXIN1, FOXO3, MLH1, ELK1, EGFR, GADD45G, CASP9, APC, PIK3CA, CCND1, AKT2, AKT3, BAX, POLK, SOS2	1002	58	8992	2.630325555784982	0.13106488825392948	0.0046677099954269535	0.003433391546788216	1
KEGG_PATHWAY	Gastric cancer	32	1.3372335979941496	4.4796557104936083E-4	RB1, SHC2, CDKN1B, FGF1, EGFR, LRP6, RXRA, CCND1, AKT2, AKT3, POLK, MAP2K1, CDKN2B, SMAD4, FZD2, FZD5, JUP, HGF, FZD6, AXIN1, GAB1, MLH1, GADD45G, TGFBR2, APC, PIK3CA, CCNE2, RPS6KB1, CCNE1, BAX, CDH17, SOS2	1002	150	8992	1.914464404524285	0.13744965382915564	0.004754215254039991	0.003497021554643398	1
KEGG_PATHWAY	TOR signaling pathway	33	1.3790221479314668	4.720407266985997E-4	PRKAA1, SEH1L, IRS1, LRP6, FLCN, RPS6KA3, DEPTOR, AKT2, RPS6KA2, SESN2, RPS6KA1, AKT3, ATP6V1H, RICTOR, SKP2, FNIP1, MAP2K1, FZD2, FZD5, STRADA, PDPK1, FZD6, TNFRSF1A, SLC7A5, RRAGA, PIK3CA, RPS6KB1, RRAGD, DDIT4, LPIN2, SOS2, LPIN3, TELO2	1002	157	8992	1.8862656851901296	0.14427842370627064	0.004853168721369978	0.0035698079956581604	3
KEGG_PATHWAY	Cellular senescence	37	1.5461763476807355	4.90346006127031E-4	RB1, GATA4, LIN9, FOXO3, ETS1, FOXO1, RELA, PPP1CC, CCND3, PPP3CB, PPP3R1, CCND1, AKT2, CHEK1, AKT3, TRPM7, E2F4, LIN52, MAP2K3, MAP2K1, CDKN2B, FBXW11, NFATC3, HIPK1, SIRT1, HIPK3, NFKB1, GADD45G, TGFBR2, RAD50, PIK3CA, CCNE2, CCNE1, MAPKAPK2, MDM2, RAD1, ATR	1002	184	8992	1.804564783476525	0.149434509249324	0.004888601091387672	0.0035958707115982275	3
KEGG_PATHWAY	Human papillomavirus infection	62	2.590890096113665	5.484604253899669E-4	RB1, CDKN1B, TRADD, PPP2R2A, UBE3A, RBPJ, CCND3, CASP8, CCND1, CREB3L3, AKT2, CREB3L2, AKT3, EP300, ITGAV, JAK1, MAP2K1, TBP, ITGA4, PPP2R5B, AXIN1, TYK2, TUBG1, TNFRSF1A, PIK3CA, CCNE2, CCNE1, NFX1, PARD3, ITGA8, TBPL1, MAML3, ATP6V0D1, SOS2, LLGL1, ITGA9, NOTCH3, HDAC1, LAMA4, UBR4, PARD6G, FOXO1, EGFR, RELA, ATP6V1H, ATP6V0A4, HES1, FADD, CREBBP, FZD2, FZD5, MX2, FZD6, NFKB1, APC, RPS6KB1, DLG3, TADA3, MDM2, BAX, ATR, CRB3	1002	362	8992	1.5369923137151111	0.16559934641160812	0.005307161175097033	0.003903747733658	2
KEGG_PATHWAY	Basal transcription factors	14	0.5850396991224405	7.121354741853487E-4	TBP, TAF11, TAF9, GTF2H1, GTF2E1, TAF5L, TAF6L, ERCC3, ERCC2, TAF7, TBPL1, MNAT1, TAF2, TAF1	1002	44	8992	2.8553801487933224	0.20949905257755674	0.006549175159074072	0.004817326408802205	1
KEGG_PATHWAY	ErbB signaling pathway	21	0.8775595486836606	7.166270690780139E-4	STAT5B, SHC2, MAP2K1, CDKN1B, GAB1, CBL, ELK1, EGFR, CRKL, MAPK9, MAPK8, ERBB3, PIK3CA, RPS6KB1, ERBB4, AKT2, AKT3, ABL2, MAP2K7, SOS2, NCK1	1002	84	8992	2.2435129740518964	0.2106707223479254	0.006549175159074072	0.004817326408802205	2
KEGG_PATHWAY	Lipid and atherosclerosis	41	1.7133305474300042	7.787134598180498E-4	HSP90AB1, ROCK2, RELA, CASP9, RAP1B, MAPK9, PPP3CB, PPP3R1, MAPK8, CASP8, RXRA, IRAK1, AKT2, AKT3, MAP2K7, MAP2K3, ABCA1, VAV3, HSPA8, POU2F1, APAF1, PDPK1, NFATC3, FOS, NFKB1, MIB1, TNFRSF1A, ERN1, PLCB4, PIK3CA, DDIT3, TRAF6, BAX, PLCB1, TLR4, ATF6, PLCB2, MYD88, ATF4, BCL2L1, NFE2L2	1002	216	8992	1.7034079988171804	0.22669021109190335	0.006924235899463199	0.005093206953404543	3
KEGG_PATHWAY	Autophagy - animal	30	1.2536564981195153	8.258631193497692E-4	RAB1A, PRKAA1, MTMR3, IRS1, WDR41, ZFYVE1, MAPK9, MAPK8, DEPTOR, AKT2, AKT3, ATG7, RAB8A, SH3GLB1, MAP2K1, GABARAPL1, PDPK1, DAPK2, CFLAR, EIF2AK4, RAB33B, ERN1, RRAGA, PIK3CA, RPS6KB1, TRAF6, RRAGD, DDIT4, ATG2B, BCL2L1	1002	142	8992	1.8959264569452643	0.23863882628554056	0.00715023595437037	0.005259444075859057	3
KEGG_PATHWAY	Epstein-Barr virus infection	43	1.7969076473046384	8.56117162164058E-4	RB1, CDKN1B, HDAC1, TRADD, CD3G, RBPJ, RELA, CASP9, MAPK9, CCND3, MAPK8, CASP8, CCND1, IRAK1, AKT2, AKT3, BLNK, HES1, CIR1, FADD, POLK, SKP2, MAP2K7, B2M, JAK1, MAP2K3, ENTPD1, APAF1, SYK, TAP1, TYK2, NFKB1, GADD45G, SAP30, MAVS, PIK3CA, CCNE2, CCNE1, TRAF6, MDM2, BAX, MYD88, NFKBIB	1002	231	8992	1.6704945088178622	0.2462086452602904	0.007222116573127566	0.005312316749838514	2
KEGG_PATHWAY	Th17 cell differentiation	24	1.0029251984956122	0.001032409980713516	STAT5B, SMAD4, HSP90AB1, IFNGR1, NFATC3, RORC, CD3G, TYK2, AHR, FOS, NFKB1, RELA, TGFBR2, MAPK9, PPP3CB, PPP3R1, MAPK8, RXRA, LCK, RARA, STAT6, IL6ST, JAK1, NFKBIB	1002	105	8992	2.0512118619903053	0.2888495608077085	0.008491572091368669	0.006246080383316773	1
KEGG_PATHWAY	Hepatitis C	33	1.3790221479314668	0.0011495551547569536	RB1, RNASEL, TRADD, PPP2R2A, EGFR, RELA, CASP9, CASP8, RXRA, CCND1, AKT2, AKT3, FADD, YWHAG, JAK1, MAP2K1, APAF1, MX2, EIF2AK1, TYK2, CFLAR, EIF2AK4, NFKB1, PIAS1, TNFRSF1A, CLDN5, CLDN10, MAVS, PIK3CA, TRAF6, BAX, PPARA, SOS2	1002	165	8992	1.794810379241517	0.3158454331971178	0.009224479168659455	0.00678517920612641	5
KEGG_PATHWAY	AMPK signaling pathway	27	1.1282908483075638	0.0012834780426374272	PFKFB2, PRKAA1, IRS1, PRKAG2, PPP2R2A, FOXO3, ELAVL1, FOXO1, GYS2, CCND1, CREB3L3, AKT2, HNF4A, CREB3L2, AKT3, PPARGC1A, RAB8A, STRADA, PDPK1, PPP2R5B, PRKAB1, SIRT1, RAB11B, G6PC3, PIK3CA, RPS6KB1, CFTR	1002	126	8992	1.923011120615911	0.3454581763465999	0.010053911333993179	0.007395278245672796	4
KEGG_PATHWAY	Osteoclast differentiation	27	1.1282908483075638	0.0016292206926564272	TNFRSF11A, RELA, MAPK9, PPP3CB, PPP3R1, MAPK8, AKT2, AKT3, BLNK, MAP2K7, JAK1, MAP2K1, JUND, SYK, IFNGR1, MITF, TYK2, FOS, NFKB1, TNFRSF1A, TGFBR2, CYLD, TEC, PIK3CA, LCK, TRAF6, FOSB	1002	128	8992	1.8929640718562877	0.4161325401765882	0.012271077162470913	0.009026141864188333	3
KEGG_PATHWAY	Adipocytokine signaling pathway	18	0.7521938988717092	0.0016411167025796967	PRKAA1, IRS1, TRADD, SLC2A1, PRKAG2, PRKAB1, NFKB1, RELA, TNFRSF1A, MAPK9, MAPK8, G6PC3, RXRA, AKT2, AKT3, PPARA, PPARGC1A, NFKBIB	1002	71	8992	2.275111748334317	0.41842386514562835	0.012271077162470913	0.009026141864188333	2
KEGG_PATHWAY	Chagas disease	23	0.9611366485582951	0.0018562603875460289	IFNGR1, PPP2R2A, CD3G, FOS, CFLAR, NFKB1, RELA, TNFRSF1A, TGFBR2, MAPK9, MAPK8, PLCB4, CASP8, PIK3CA, IRAK1, AKT2, TRAF6, AKT3, FADD, PLCB1, TLR4, PLCB2, MYD88	1002	103	8992	2.0039145010948975	0.4583499625109385	0.013091104614078159	0.009629323150780897	1
KEGG_PATHWAY	Growth hormone synthesis, secretion and action	25	1.0447137484329294	0.0018666404734649922	ATF2, SHC2, IRS1, ADCY7, CRKL, GHR, MAPK9, MAPK8, CREB3L3, AKT2, CREB3L2, AKT3, EP300, MAP2K3, STAT5B, MAP2K1, CREBBP, FOS, PLCB4, PIK3CA, PLCB1, PLCB2, SOS2, BCAR1, ATF4	1002	116	8992	1.9340629086654277	0.4602056200926228	0.013091104614078159	0.009629323150780897	5
KEGG_PATHWAY	Apoptosis	28	1.170079398244881	0.001902623979782493	TRADD, CTSZ, ACTB, LMNB2, RELA, CASP9, MAPK9, MAPK8, CASP8, AKT2, AKT3, FADD, SPTAN1, MCL1, MAP2K1, APAF1, PDPK1, FOS, CFLAR, NFKB1, GADD45G, TNFRSF1A, ERN1, PIK3CA, DDIT3, BAX, ATF4, BCL2L1	1002	136	8992	1.8475989198074438	0.46658949253973203	0.013091104614078159	0.009629323150780897	4
KEGG_PATHWAY	Non-small cell lung cancer	18	0.7521938988717092	0.0019306551413329114	RB1, STAT5B, MAP2K1, PDPK1, HGF, FOXO3, EGFR, GADD45G, CASP9, RASSF1, RXRA, PIK3CA, CCND1, AKT2, AKT3, BAX, POLK, SOS2	1002	72	8992	2.243512974051896	0.4715103276073269	0.013091104614078159	0.009629323150780897	3
KEGG_PATHWAY	Nucleotide excision repair	13	0.5432511491851233	0.001955454003076427	RFC4, RFC2, XPA, GTF2H1, RAD23A, XPC, POLD3, ERCC3, POLD1, ERCC2, POLD2, ERCC5, MNAT1	1002	43	8992	2.7130854569929905	0.4758259911253284	0.013091104614078159	0.009629323150780897	2
KEGG_PATHWAY	Toxoplasmosis	24	1.0029251984956122	0.001989529576607623	MAP2K3, HSPA8, IFNGR1, PDPK1, IL10RB, LAMA4, TYK2, PIK3CG, NFKB1, RELA, TNFRSF1A, CASP9, MAPK9, MAPK8, CASP8, IRAK1, AKT2, TRAF6, AKT3, TLR4, MYD88, JAK1, BCL2L1, NFKBIB	1002	110	8992	1.957974959172564	0.48169879839749363	0.013091104614078159	0.009629323150780897	1
KEGG_PATHWAY	Viral life cycle - HIV-1	16	0.6686167989970748	0.0022822959381480334	CREBBP, CCNT2, CPSF6, CCNT1, MX2, PSIP1, CXCR4, NUP153, MLLT1, MLLT3, AFF4, ELL2, BICD2, EP300, NELFA, TNPO3	1002	61	8992	2.3538496776937925	0.5295278122724072	0.014723046346092216	0.01082971798101616	5
