Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	6	5.88235294117647	0.011025310755437038	SFPQ, SYF2, FRG1, LARP7, SREK1IP1, NSRP1	98	271	19672	4.444310565554635	0.9995784889268648	1.0	1.0
GOTERM_BP_DIRECT	GO:0010976~positive regulation of neuron projection development	5	4.901960784313726	0.011476681389919714	SCARB2, RGS2, HSPA5, PPP2R5D, NFE2L2	98	177	19672	5.670471578461893	0.9996939235883304	1.0	1.0
KEGG_PATHWAY	mmu05200:Pathways in cancer	8	7.8431372549019605	0.0207989368601976	NFKBIA, MAPK10, PLCB4, GADD45B, GSTO1, SLC2A1, NFE2L2, HSP90B1	48	543	9063	2.781767955801105	0.9856741955855154	0.6001978922514165	0.5972266155571025
KEGG_PATHWAY	mmu04071:Sphingolipid signaling pathway	4	3.9215686274509802	0.026188050981060345	MAPK10, PLCB4, PPP2R2B, PPP2R5D	48	124	9063	6.090725806451613	0.9953013830998064	0.6612482872717738	0.6579747808991412
GOTERM_BP_DIRECT	GO:0006487~protein N-linked glycosylation	3	2.941176470588235	0.02719689172557072	DAD1, STT3B, TMEM165	98	52	19672	11.580847723704867	0.9999999959682866	1.0	1.0
GOTERM_BP_DIRECT	GO:0042149~cellular response to glucose starvation	3	2.941176470588235	0.028174134469393743	HSPA5, SLC2A1, NFE2L2	98	53	19672	11.362341162880247	0.9999999980070055	1.0	1.0
GOTERM_BP_DIRECT	GO:0030968~endoplasmic reticulum unfolded protein response	3	2.941176470588235	0.028174134469393743	HSPA5, CALR, NFE2L2	98	53	19672	11.362341162880247	0.9999999980070055	1.0	1.0
GOTERM_MF_DIRECT	GO:0016853~isomerase activity	4	3.9215686274509802	0.029210367640100793	PPIG, FKBP4, PDIA6, PDIA4	93	133	18371	5.940981485972998	0.9994304489484003	1.0	1.0
GOTERM_BP_DIRECT	GO:1901164~negative regulation of trophoblast cell migration	2	1.9607843137254901	0.029226553191803978	ARHGDIB, CALR	98	6	19672	66.91156462585033	0.999999999067519	1.0	1.0
GOTERM_BP_DIRECT	GO:1903895~negative regulation of IRE1-mediated unfolded protein response	2	1.9607843137254901	0.029226553191803978	HSPA5, PDIA6	98	6	19672	66.91156462585033	0.999999999067519	1.0	1.0
GOTERM_BP_DIRECT	GO:0009968~negative regulation of signal transduction	3	2.941176470588235	0.030170371739043415	RGS2, DDIT4, RGS6	98	55	19672	10.949165120593692	0.9999999995284705	1.0	1.0
KEGG_PATHWAY	mmu04728:Dopaminergic synapse	4	3.9215686274509802	0.03255798096917787	MAPK10, PLCB4, PPP2R2B, PPP2R5D	48	135	9063	5.594444444444444	0.9987519294421695	0.6701129525456369	0.6667955616914506
KEGG_PATHWAY	mmu04210:Apoptosis	4	3.9215686274509802	0.03317390854186321	NFKBIA, MAPK10, GADD45B, CAPN2	48	136	9063	5.553308823529411	0.9989025894297572	0.6701129525456369	0.6667955616914506
GOTERM_BP_DIRECT	GO:0071474~cellular hyperosmotic response	2	1.9607843137254901	0.034014767591238726	MAPK10, SLC2A1	98	7	19672	57.35276967930029	0.999999999970872	1.0	1.0
GOTERM_BP_DIRECT	GO:0006986~response to unfolded protein	3	2.941176470588235	0.034325458288399904	STT3B, CHAC1, MANF	98	59	19672	10.206848841231407	0.9999999999767524	1.0	1.0
GOTERM_MF_DIRECT	GO:0003723~RNA binding	10	9.803921568627452	0.042134241976452255	MRPS17, AIMP1, SFPQ, FRG1, LARP7, ESF1, TDRD7, NSRP1, GRSF1, HSP90B1	93	926	18371	2.1332357927494834	0.9999805566376759	1.0	1.0
GOTERM_BP_DIRECT	GO:0031204~posttranslational protein targeting to membrane, translocation	2	1.9607843137254901	0.04352118443489794	HSPA5, SEC62	98	9	19672	44.60770975056689	0.9999999999999716	1.0	1.0
KEGG_PATHWAY	mmu05020:Prion disease	5	4.901960784313726	0.04942277437008776	MAPK10, STIP1, TUBB6, HSPA5, CAV2	48	268	9063	3.5226212686567164	0.9999642351983296	0.8311902782473254	0.8270754748896654
KEGG_PATHWAY	mmu04920:Adipocytokine signaling pathway	3	2.941176470588235	0.05217515370312439	NFKBIA, MAPK10, SLC2A1	48	71	9063	7.977992957746479	0.9999800898743246	0.8311902782473254	0.8270754748896654
GOTERM_BP_DIRECT	GO:0043547~positive regulation of GTPase activity	5	4.901960784313726	0.05310886638042969	RGS2, CAV2, ARHGDIB, RGS6, ZC3H15	98	286	19672	3.509347795062081	1.0	1.0	1.0
KEGG_PATHWAY	mmu00480:Glutathione metabolism	3	2.941176470588235	0.05349244364958035	GSTO1, TXNDC12, CHAC1	48	72	9063	7.8671875	0.9999849663213385	0.8311902782473254	0.8270754748896654
KEGG_PATHWAY	mmu04217:Necroptosis	4	3.9215686274509802	0.06269817585971926	MAPK10, GLUD1, CAPN2, HMGB1	48	176	9063	4.291193181818182	0.9999979123803729	0.9046451088330922	0.9001666677002552
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	3	2.941176470588235	0.06600465932783926	HSPA5, PDIA4, NFE2L2	98	85	19672	7.084753901560624	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0043666~regulation of phosphoprotein phosphatase activity	2	1.9607843137254901	0.071488402495998	PPP2R2B, HSP90B1	98	15	19672	26.764625850340135	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0070403~NAD+ binding	2	1.9607843137254901	0.07721636341593198	GLUD1, UXS1	93	16	18371	24.69220430107527	0.9999999983961234	1.0	1.0
KEGG_PATHWAY	mmu04657:IL-17 signaling pathway	3	2.941176470588235	0.08060758062100498	NFKBIA, MAPK10, HSP90B1	48	91	9063	6.224587912087912	0.9999999576175996	1.0	1.0
GOTERM_BP_DIRECT	GO:0098761~cellular response to interleukin-7	2	1.9607843137254901	0.0806297449649951	STIP1, HMGB1	98	17	19672	23.615846338535412	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	4	3.9215686274509802	0.08179266951738677	DDIT4, SLC2A1, CAPN2, HSP90B1	98	206	19672	3.8977610461660386	1.0	1.0	1.0
KEGG_PATHWAY	mmu04212:Longevity regulating pathway - worm	3	2.941176470588235	0.08521552874180265	MAPK10, GSTO1, NFE2L2	48	94	9063	6.025930851063829	0.9999999846398905	1.0	1.0
GOTERM_BP_DIRECT	GO:0042127~regulation of cell proliferation	4	3.9215686274509802	0.08831799554170451	NFKBIA, CNN2, CFDP1, TXNIP	98	213	19672	3.769665612723963	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0003756~protein disulfide isomerase activity	2	1.9607843137254901	0.09102336920274992	PDIA6, PDIA4	93	19	18371	20.793435200905492	0.9999999999640843	1.0	1.0
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	6	5.88235294117647	0.09378968691248082	NFKBIA, GCSH, SCARB2, GLUD1, HSPA5, CAPN2	93	481	18371	2.4640869156998186	0.9999999999833388	1.0	1.0
GOTERM_BP_DIRECT	GO:0010801~negative regulation of peptidyl-threonine phosphorylation	2	1.9607843137254901	0.09417500398383866	DDIT4, PPP2R5D	98	20	19672	20.073469387755104	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:2000249~regulation of actin cytoskeleton reorganization	2	1.9607843137254901	0.09417500398383866	ARHGDIB, ESAM	98	20	19672	20.073469387755104	1.0	1.0	1.0
KEGG_PATHWAY	mmu04621:NOD-like receptor signaling pathway	4	3.9215686274509802	0.09578078636493365	NFKBIA, MAPK10, PLCB4, TXNIP	48	211	9063	3.579383886255924	0.99999999853008	1.0	1.0
